Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
20 ene 2024,MX,Morelia,Isidro Huarte,null,707,538,7
20 ene 2024,MX,Morelia,Carpinteros de Paracho,null,658.8888888888889,608,217
20 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1055.5076923076922,609.9538461538461,1776
20 ene 2024,MX,Morelia,Av. Universidad,null,711,820,2
20 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,949.875,627.375,55
20 ene 2024,MX,Morelia,Av. Periodismo,null,770.1111111111111,378.77777777777777,45
20 ene 2024,MX,Morelia,Av. Acueducto,null,855.125,672.375,247
20 ene 2024,MX,Morelia,Guillermo Prieto,HAZARD,683,544.375,70
20 ene 2024,MX,Morelia,Guillermo Prieto,null,972,570.5,14
20 ene 2024,MX,Morelia,Virrey Antonio de Bucareli,null,1345.8,614.6,50
20 ene 2024,MX,Morelia,Aquiles Serdán,null,742.2857142857143,786.1904761904761,102
20 ene 2024,MX,Morelia,Héroe de Nacozari,null,735,635.4285714285714,59
20 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,2467.3333333333335,755.2222222222222,270
20 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1288.85,657.4,209
21 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1611.6666666666667,521.6666666666666,69
21 ene 2024,MX,Morelia,Abasolo,null,626.6666666666666,760.3333333333334,49
21 ene 2024,MX,Morelia,Av. Juan Pablo II,null,889,563.7142857142857,46
21 ene 2024,MX,Morelia,Allende,null,644,686,7
21 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,977.2,553.4,80
21 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,788,536,8
22 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,744.4285714285714,411.92857142857144,210
22 ene 2024,MX,Morelia,Miguel de Cervantes Saavedra,null,508,348,3
22 ene 2024,MX,Morelia,Paseo de la República (Sector República),null,578,440.2,36
22 ene 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,720.9473684210526,579.6315789473684,78
22 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1628.9166666666667,735.8125,1036
22 ene 2024,MX,Morelia,Av. Morelos (N),null,613.5555555555555,360.22222222222223,75
22 ene 2024,MX,Morelia,Av. Acueducto,null,537.375,334,77
22 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,905.5,395,35
22 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1558.4871794871794,448.7564102564103,713
22 ene 2024,MX,Morelia,Virrey Antonio de Mendoza,null,540,1055.6666666666667,10
22 ene 2024,MX,Morelia,Ventura Puente,null,624.7,371.5,75
22 ene 2024,MX,Morelia,Av. Morelos Sur,null,969,542.25,43
23 ene 2024,MX,Morelia,Av. Universidad,null,744,643.3333333333334,20
23 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,894.1666666666666,521.1666666666666,38
23 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,743,604.8888888888889,40
23 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1507.025641025641,553.1666666666666,1432
23 ene 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,1466.25,547,54
23 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1348.96,623.04,710
23 ene 2024,MX,Morelia,Av. Morelos (N),null,766.078125,592.109375,636
23 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1770.3333333333333,736.1827956989247,1961
23 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,907,332,23
23 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1112.6842105263158,601.8421052631579,186
23 ene 2024,MX,Morelia,Francisco R. Romero,null,759,461,2
23 ene 2024,MX,Morelia,Rey Tariácuri,null,629,494,4
24 ene 2024,MX,Morelia,Rey Tangaxoan II,null,604.5,549.5,25
24 ene 2024,MX,Morelia,Av. Morelos (N),null,848.3064516129032,640.5483870967741,807
24 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,707.7619047619048,329.6190476190476,276
24 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1915.3478260869565,784.7391304347826,369
24 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,678,482.2857142857143,42
24 ene 2024,MX,Morelia,Av. Miguel Hidalgo,null,780.78125,587.875,353
24 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,916.0555555555555,474,223
24 ene 2024,MX,Morelia,Artilleros de 1847,null,626,1001.6,21
24 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1891,981.6666666666666,1517
24 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),HAZARD,2070.0172413793102,1007.9655172413793,1482
24 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1332.3492063492063,525.6984126984127,1037
24 ene 2024,MX,Morelia,Blvd. García de León,null,787,495.75,57
25 ene 2024,MX,Morelia,Av. Michoacán,null,694.25,669.75,12
25 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1094.078947368421,719.7631578947369,480
25 ene 2024,MX,Morelia,Av. Morelos (N),null,740.9090909090909,550.4545454545455,92
25 ene 2024,MX,Morelia,Gertrudis Bocanegra,null,756,1100,5
25 ene 2024,MX,Morelia,Corregidora,null,925,491,6
25 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),HAZARD,1483.1162790697674,756.8837209302326,716
25 ene 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,951.8333333333334,566.5,30
25 ene 2024,MX,Morelia,Margarita Maza de Juárez,null,1262.875,622.125,69
25 ene 2024,MX,Morelia,Rey Tariácuri,null,527.75,609.625,64
25 ene 2024,MX,Morelia,MICH-171 / Antigua Carretera a Pátzcuaro,HAZARD,714.2,213.8,31
25 ene 2024,MX,Morelia,Calz. la Huerta,null,1063,445.6666666666667,30
25 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,634,736.75,22
25 ene 2024,MX,Morelia,MICH-171 / Antigua Carretera a Pátzcuaro,null,1529,519,7
25 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1336.8,599.2,216
26 ene 2024,MX,Morelia,Abasolo,null,742.1428571428571,670,73
26 ene 2024,MX,Morelia,Héroe de Nacozari,null,663,401.8333333333333,75
26 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,ACCIDENT,1743.5,518.5,24
26 ene 2024,MX,Morelia,Antiguo Camino a la Huerta,null,732.304347826087,729.1304347826087,77
26 ene 2024,MX,Morelia,Ventura Puente,null,787.4,487.4,60
26 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1130.060606060606,540.530303030303,667
26 ene 2024,MX,Morelia,Allende,null,855,625,5
26 ene 2024,MX,Morelia,Av. Universidad,null,1030,525,11
27 ene 2024,MX,Morelia,20 de Noviembre,null,583.5,1353.75,17
27 ene 2024,MX,Morelia,Av. Periodismo,null,807,526.75,45
27 ene 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1462.6923076923076,516.4615384615385,95
27 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),ACCIDENT,1734.1818181818182,738.3636363636364,249
27 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1273.3291139240507,885.4177215189874,1341
27 ene 2024,MX,Morelia,Abasolo,null,653,644.2,47
27 ene 2024,MX,Morelia,Av. Morelos (N),null,763.2,345.5,71
28 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,619.4,591.4,22
28 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1042.7777777777778,439.44444444444446,206
28 ene 2024,MX,Morelia,Virrey Antonio de Mendoza,null,739.7777777777778,855.1111111111111,53
28 ene 2024,MX,Morelia,Antonio Alzate,null,522.1666666666666,580,32
29 ene 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1466.857142857143,477.39285714285717,188
29 ene 2024,MX,Morelia,Calz. la Huerta,null,999.5806451612904,499.35483870967744,207
29 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1114.5833333333333,799.0833333333334,209
29 ene 2024,MX,Morelia,,null,700,649.625,36
29 ene 2024,MX,Morelia,Guillermo Prieto,null,958.8333333333334,595.1666666666666,79
29 ene 2024,MX,Morelia,Luis de León Romano,null,507,531,27
29 ene 2024,MX,Morelia,Av. Universidad,null,928.9032258064516,772.9032258064516,377
29 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1073.3076923076924,551.2307692307693,141
29 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1991.1739130434783,352.9130434782609,217
29 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1644.78,880.16,1012
29 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,879,585,10
29 ene 2024,MX,Morelia,Héroe de Nacozari,null,535,536.25,32
29 ene 2024,MX,Morelia,Virrey Antonio de Mendoza,null,1640.3333333333333,608.3333333333334,34
29 ene 2024,MX,Morelia,Av. Morelos (N),null,966.0243902439024,599.0731707317074,581
29 ene 2024,MX,Morelia,Av. Torreón Nuevo,null,549,493,3
29 ene 2024,MX,Morelia,Rey Tangaxoan II,null,580,510.75,24
29 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),HAZARD,1139.142857142857,786,66
30 ene 2024,MX,Morelia,Antiguo Camino a la Huerta,HAZARD,628,572.9,20
30 ene 2024,MX,Morelia,Guillermo Prieto,null,632,496.5,25
30 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1153,615.0769230769231,197
30 ene 2024,MX,Morelia,Juán José de Lejarza,null,560,492,26
30 ene 2024,MX,Morelia,Ventura Puente,null,695,524,6
30 ene 2024,MX,Morelia,Héroe de Nacozari,null,684.25,678.25,64
30 ene 2024,MX,Morelia,Paseo de la República (Sector República),null,640,645,9
30 ene 2024,MX,Morelia,Av. Morelos (N),HAZARD,1090.2,547.8,115
30 ene 2024,MX,Morelia,Av. Universidad,null,720.2857142857143,633,24
30 ene 2024,MX,Morelia,Av. Periodismo,null,1168.6511627906978,511.86046511627904,249
30 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1030.9545454545455,631.7727272727273,201
30 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1393.8931297709923,759.3511450381679,2493
30 ene 2024,MX,Morelia,Ventura Puente,ACCIDENT,623.6153846153846,431.15384615384613,139
30 ene 2024,MX,Morelia,Av. Morelos (N),null,966.2727272727273,365.90909090909093,998
30 ene 2024,MX,Morelia,Calz. la Huerta,null,955.2941176470588,406.79411764705884,449
30 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),ACCIDENT,1224,129,69
30 ene 2024,MX,Morelia,Av. Michoacán,null,751.2857142857143,440.14285714285717,21
30 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,851,647.3333333333334,21
31 ene 2024,MX,Morelia,Eduardo Ruiz,null,598.5,382.0833333333333,61
31 ene 2024,MX,Morelia,Virrey Antonio de Mendoza,null,990.0714285714286,496,116
31 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1096.5084745762713,497.8474576271187,965
31 ene 2024,MX,Morelia,Margarita Maza de Juárez,null,1223,533,36
31 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,819.52,523.32,284
31 ene 2024,MX,Morelia,Antiguo Camino a la Huerta,null,1345,1093.5,4
31 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1203.826923076923,502.2307692307692,455
31 ene 2024,MX,Morelia,MICH-171 / Antigua Carretera a Pátzcuaro,null,602,244,8
31 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1067.142857142857,561.3333333333334,182
31 ene 2024,MX,Morelia,Av. Morelos Sur,null,1162,603,13
31 ene 2024,MX,Morelia,Av. Acueducto,null,773,505,12
31 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,692.7142857142857,803.8571428571429,26
31 ene 2024,MX,Morelia,Virrey Antonio de Bucareli,null,560,667.8,35
31 ene 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,858.4666666666667,328.53333333333336,108
31 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,ACCIDENT,1643.1707317073171,526.439024390244,355
31 ene 2024,MX,Morelia,20 de Noviembre,null,723.6666666666666,373.6666666666667,12
31 ene 2024,MX,Morelia,MEX-43 / Morelia - Salamanca,ACCIDENT,1337,596.0769230769231,220
31 ene 2024,MX,Morelia,Plan de Ayala,null,1141.5,597.1666666666666,40
31 ene 2024,MX,Morelia,Carpinteros de Paracho,null,767.25,566.75,21
31 ene 2024,MX,Morelia,Aquiles Serdán,null,750,590,7
31 ene 2024,MX,Morelia,Av. Morelos (N),null,769.6666666666666,662.5333333333333,119
1 feb 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1379.625,824.9166666666666,889
1 feb 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,718.5714285714286,398.14285714285717,40
1 feb 2024,MX,Morelia,Guillermo Prieto,null,727.6666666666666,617.75,135
1 feb 2024,MX,Morelia,Vicente Santa María,null,941.5,446,20
1 feb 2024,MX,Morelia,Carpinteros de Paracho,null,575,574.5,7
1 feb 2024,MX,Morelia,Av. Acueducto,null,840.4285714285714,606,65
1 feb 2024,MX,Morelia,Av. del Estudiante,null,673,344.7,80
1 feb 2024,MX,Morelia,Paseo de la República (Sector Revolución),null,538,253.33333333333334,74
1 feb 2024,MX,Morelia,Héroe de Nacozari,null,613.1875,747.59375,412
1 feb 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1222.4,491.45,183
1 feb 2024,MX,Morelia,20 de Noviembre,null,611.25,529.75,20
1 feb 2024,MX,Morelia,Av. Guadalupe Victoria,null,735,653,12
1 feb 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,957.2666666666667,630.9333333333333,186
1 feb 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,880.4090909090909,643.2272727272727,197
1 feb 2024,MX,Morelia,Av. Torreón Nuevo,null,616,577,2
1 feb 2024,MX,Morelia,Rey Tariácuri,null,538,520.6666666666666,14
1 feb 2024,MX,Morelia,Virrey Antonio de Bucareli,null,962.7142857142857,501.5,88
1 feb 2024,MX,Morelia,Margarita Maza de Juárez,null,772.9,449.1,68
1 feb 2024,MX,Morelia,Av. Morelos (N),null,697.5454545454545,541.4090909090909,141
1 feb 2024,MX,Morelia,Av. Universidad,null,778,459.2,42
1 feb 2024,MX,Morelia,Olivares de Tzintzuntzan,null,816.75,442.25,15
1 feb 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1024.4084507042253,412.98591549295776,811
1 feb 2024,MX,Morelia,Héroes Anónimos de la Independencia,null,1132,1165.6363636363637,23
2 feb 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1143.04,446.36,373
2 feb 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,1105.875,469.375,63
2 feb 2024,MX,Morelia,Av. Universidad,null,743.5625,604.125,88
2 feb 2024,MX,Morelia,Av. Morelos (N),HAZARD,999.8,565,107
2 feb 2024,MX,Morelia,Héroes Anónimos de la Independencia,null,1718.4285714285713,381.14285714285717,19
2 feb 2024,MX,Morelia,Antiguo Camino a la Huerta,null,628,471.85714285714283,11
2 feb 2024,MX,Morelia,La Huerta,null,567,758.3333333333334,30
2 feb 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1658.6603773584907,531.1132075471698,1527
2 feb 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),ACCIDENT,1058,616,29
2 feb 2024,MX,Morelia,Av. Guadalupe Victoria,null,708,748.5625,112
2 feb 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1289.25,425.875,165
2 feb 2024,MX,Morelia,Av. San José del Cerrito,null,817.5,588.25,32
2 feb 2024,MX,Morelia,Calz. la Huerta,null,1297,599.6428571428571,125
2 feb 2024,MX,Morelia,Rey Tariácuri,null,549.8,674.2,32
2 feb 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1323.3529411764705,877.8235294117648,309
2 feb 2024,MX,Morelia,Av. Morelos (N),null,1264.4722222222222,602.4166666666666,969
2 feb 2024,MX,Morelia,Guillermo Prieto,null,802,650,8
2 feb 2024,MX,Morelia,Av. Michoacán,null,734.4,435.8,72
2 feb 2024,MX,Morelia,Av. Solidaridad,null,825.5,464.25,150
2 feb 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1500.638888888889,465.52777777777777,553
2 feb 2024,MX,Morelia,Av. Periodismo,null,937.8333333333334,555.1666666666666,34
3 feb 2024,MX,Morelia,Av. Universidad,null,876,442.2,40
3 feb 2024,MX,Morelia,Cuautla,null,832,495.3333333333333,23
3 feb 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,2123.84375,665.96875,481
3 feb 2024,MX,Morelia,Av. Guadalupe Victoria,null,792.7,1105.4,67
3 feb 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,913.3181818181819,537.1363636363636,487
3 feb 2024,MX,Morelia,Héroe de Nacozari,null,676,679,13
3 feb 2024,MX,Morelia,Nicolás Bravo,null,612,437,12
3 feb 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,816.3333333333334,401.73333333333335,170
3 feb 2024,MX,Morelia,General Francisco J. Múgica,null,795.375,839.4375,108
3 feb 2024,MX,Morelia,Puente Río Colorado,null,739.6,636,29
3 feb 2024,MX,Morelia,Calz. Juárez,null,962,253.66666666666666,15
3 feb 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,668,476.4,45
3 feb 2024,MX,Morelia,Av. Escuadrón 201,null,769,643,7
3 feb 2024,MX,Morelia,Av. Michoacán,null,871.6,782.15,127
3 feb 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,721.4761904761905,645.047619047619,229
3 feb 2024,MX,Morelia,Calz. la Huerta,null,1195.3333333333333,738.2777777777778,334
3 feb 2024,MX,Morelia,Manuel Muñiz,null,609.6666666666666,571.6666666666666,15
4 feb 2024,MX,Morelia,Mayas,null,558,579.5714285714286,28
4 feb 2024,MX,Morelia,Vicente Santa María,null,730,685.3333333333334,38
4 feb 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,872.2727272727273,659.2272727272727,347
4 feb 2024,MX,Morelia,Antonio Alzate,null,720,571,14
4 feb 2024,MX,Morelia,Mártires de la Plaza,null,597.2857142857143,653.2857142857143,51
4 feb 2024,MX,Morelia,Av. Francisco I. Madero Poniente,ACCIDENT,1163.7692307692307,630.2307692307693,104
4 feb 2024,MX,Morelia,Aquiles Serdán,null,512,812.25,34
4 feb 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1137.8108108108108,472.05405405405406,452
4 feb 2024,MX,Morelia,Allende,null,921,612.25,20
5 feb 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,896.56,425.16,132
5 feb 2024,MX,Morelia,Allende,null,859,730.1111111111111,58
5 feb 2024,MX,Morelia,20 de Noviembre,null,564,671.5,6
5 feb 2024,MX,Morelia,Av. Guadalupe Victoria,null,907,531,5
5 feb 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1804.7777777777778,472.72222222222223,282
5 feb 2024,MX,Morelia,Av. Torreón Nuevo,null,502,737,2
6 feb 2024,MX,Morelia,Av. Guadalupe Victoria,null,851,641,4
6 feb 2024,MX,Morelia,Av. Universidad,null,733.2,641.5,63
6 feb 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1165.035294117647,603.2470588235294,898
6 feb 2024,MX,Morelia,Gertrudis Bocanegra,HAZARD,607,773,7
6 feb 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,947,912,9
6 feb 2024,MX,Morelia,Héroe de Nacozari,null,541,779,5
6 feb 2024,MX,Morelia,Av. Michoacán,null,944.0769230769231,604.3076923076923,81
6 feb 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,1145.1818181818182,954.9090909090909,69
6 feb 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1000.1515151515151,421.6969696969697,566
6 feb 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,849.4782608695652,405.3478260869565,240
6 feb 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1346.3,363.7,127
6 feb 2024,MX,Morelia,División del Norte,null,514,469.75,16
6 feb 2024,MX,Morelia,Av. Morelos (N),null,1298.8144329896907,677.6082474226804,1924
6 feb 2024,MX,Morelia,Guillermo Prieto,null,816.7058823529412,783.7058823529412,154
6 feb 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1260.360655737705,468.7704918032787,826
7 feb 2024,MX,Morelia,Cuautla,null,834.1627906976744,647.2558139534884,330
7 feb 2024,MX,Morelia,Av. Michoacán,null,840.7714285714286,696.6,185
7 feb 2024,MX,Morelia,Independencia,null,506,540.6666666666666,9
7 feb 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,759,521.8333333333334,50
