Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
17 jul 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,794,629,4
17 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,1932.2424242424242,779.6212121212121,543
17 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,1882.25,872.1666666666666,178
17 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector República),HAZARD,1265.4444444444443,584.2444444444444,220
17 jul 2024,MX,Morelia,Santiago Tapia,null,761.75,430.0625,186
17 jul 2024,MX,Morelia,Héroe de Nacozari,HAZARD,725.25,705.25,104
17 jul 2024,MX,Morelia,Rey Tangaxoan II,null,980,544.25,18
17 jul 2024,MX,Morelia,Calz. la Huerta,HAZARD,1990.9,644.7,178
17 jul 2024,MX,Morelia,Oriente - Poniente,HAZARD,745,803,6
17 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1778.9032258064517,776.9032258064516,342
17 jul 2024,MX,Morelia,Paseo de la República (Sector República),null,1273.0645161290322,486.66129032258067,465
17 jul 2024,MX,Morelia,Av. Bosques de los Olivos,null,523,943.5,6
17 jul 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,941.9230769230769,767.9230769230769,96
17 jul 2024,MX,Morelia,Eduardo Ruiz,null,775.5,500.1666666666667,57
17 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),HAZARD,1005,792.1666666666666,65
17 jul 2024,MX,Morelia,Av. Siervo de la Nación,null,627,1450,3
17 jul 2024,MX,Morelia,Av. Cerro del Quinceo,null,1242.2173913043478,812.5217391304348,183
17 jul 2024,MX,Morelia,Prolongación Avenida del Quinceo,null,678.6666666666666,413,7
17 jul 2024,MX,Morelia,Guillermo Prieto,null,1042,524,5
17 jul 2024,MX,Morelia,MEX-43 / Morelia - Salamanca,HAZARD,1331,600.5,32
17 jul 2024,MX,Morelia,Oriente - Poniente,null,991.6,434.6,45
17 jul 2024,MX,Morelia,Av. Morelos (N),null,1745.888888888889,342.3888888888889,431
17 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),HAZARD,1081.6666666666667,363.5,71
17 jul 2024,MX,Morelia,Prolongación Avenida del Quinceo,HAZARD,877,434.3333333333333,15
17 jul 2024,MX,Morelia,Av. Periodismo,null,1552,415.4,52
17 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1928.875,1218.3125,438
18 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,1697.1333333333334,847.7,466
18 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector República),HAZARD,3765.5714285714284,190.85714285714286,166
18 jul 2024,MX,Morelia,,null,893.969696969697,981.5454545454545,193
18 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1595.109375,698.375,1182
18 jul 2024,MX,Morelia,Av. Guadalupe Victoria,null,803.1923076923077,619.0384615384615,223
18 jul 2024,MX,Morelia,Av. Manuel Buendía,null,525,790.5,24
18 jul 2024,MX,Morelia,Av. Morelos (N),null,1283.7307692307693,604.3461538461538,778
18 jul 2024,MX,Morelia,Av. Pedregal,null,1311.7222222222222,816.7777777777778,299
18 jul 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,945.8333333333334,495.3888888888889,164
18 jul 2024,MX,Morelia,Guillermo Prieto,HAZARD,594,494,4
18 jul 2024,MX,Morelia,Av. Michoacán,null,969.2083333333334,742.4166666666666,213
18 jul 2024,MX,Morelia,Mariano Michelena,HAZARD,517,394.3333333333333,24
18 jul 2024,MX,Morelia,División del Norte,null,889.7837837837837,798.7837837837837,353
18 jul 2024,MX,Morelia,General Francisco J. Múgica,null,538,359.15384615384613,165
18 jul 2024,MX,Morelia,Av. Morelos (N),HAZARD,1406.8181818181818,510.90909090909093,326
18 jul 2024,MX,Morelia,MEX-43 / Morelia - Salamanca,HAZARD,1298.090909090909,336.72727272727275,469
18 jul 2024,MX,Morelia,Av. Cerro del Quinceo,HAZARD,767.125,129.5,67
18 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,2014.6470588235295,654.4705882352941,372
18 jul 2024,MX,Morelia,Prolongación Avenida del Quinceo,HAZARD,966,482,16
18 jul 2024,MX,Morelia,MEX-43 / Morelia - Salamanca,null,1587.157894736842,355.6842105263158,486
18 jul 2024,MX,Morelia,Paseo de la República (Sector República),null,1191.48,383.08,317
18 jul 2024,MX,Morelia,Blvd. de las Primaveras,HAZARD,716.6666666666666,488.6666666666667,40
18 jul 2024,MX,Morelia,Av. Miguel Hidalgo,null,849.6086956521739,495,182
18 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),HAZARD,1228.3636363636363,389.45454545454544,86
18 jul 2024,MX,Morelia,Héroe de Nacozari,null,699,995,150
18 jul 2024,MX,Morelia,Paseo del Abedul,null,614,679.5,12
18 jul 2024,MX,Morelia,Blvd. de las Primaveras,null,557,466.6666666666667,21
18 jul 2024,MX,Morelia,Héroe de Nacozari,HAZARD,674.2,1045,61
18 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,932,390.23333333333335,572
18 jul 2024,MX,Morelia,Av. Cerro del Quinceo,null,1163.6969696969697,1026.7575757575758,432
18 jul 2024,MX,Morelia,Prolongación Avenida del Quinceo,null,845.4,455.8,98
18 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,2382.8,2421.9,871
18 jul 2024,MX,Morelia,Paseo del Fresno,null,752.8,1008,31
18 jul 2024,MX,Morelia,Paseo de la República (Sector República),HAZARD,1805.6923076923076,1097.576923076923,519
18 jul 2024,MX,Morelia,Av. Michoacán,HAZARD,997,546.8,35
18 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,2463.6363636363635,529.6,894
18 jul 2024,MX,Morelia,Av. Pedregal,HAZARD,1682.2,487.8,73
18 jul 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,868.358024691358,833.604938271605,843
18 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,HAZARD,1915.4,448.3,166
18 jul 2024,MX,Morelia,Av. Manuel Ocaranza,null,719.1818181818181,455.09090909090907,85
18 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),HAZARD,1841.1666666666667,531.75,269
19 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,2224.909090909091,346,109
19 jul 2024,MX,Morelia,Paseo de la República (Sector Nueva España),HAZARD,529,556,4
19 jul 2024,MX,Morelia,Av. Guadalupe Victoria,null,728,596,27
19 jul 2024,MX,Morelia,Av. Solidaridad,null,708.1034482758621,761.551724137931,366
19 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1545.031746031746,723.0952380952381,1543
19 jul 2024,MX,Morelia,Antiguo Camino a la Huerta,null,948.2352941176471,730.7647058823529,44
19 jul 2024,MX,Morelia,Rubén C. Navarro,null,527,370.42857142857144,87
19 jul 2024,MX,Morelia,MEX-14 / Morelia - Pátzcuaro,null,1214.5,674.2272727272727,278
19 jul 2024,MX,Morelia,Dr. Ignacio Chávez,null,671,433.5,45
19 jul 2024,MX,Morelia,Abasolo,null,707,333.8,42
19 jul 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1992,631.5,107
19 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,852.25,400.375,52
19 jul 2024,MX,Morelia,Blvd. García de León,null,808.5,441,12
19 jul 2024,MX,Morelia,Guillermo Prieto,null,1020.4,617,50
19 jul 2024,MX,Morelia,Av. Morelos (N),null,913,1828,29
19 jul 2024,MX,Morelia,Ventura Puente,HAZARD,941,317.42857142857144,184
19 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,HAZARD,1537.0344827586207,421.87931034482756,604
19 jul 2024,MX,Morelia,Av. Morelos Sur,null,816.5,652.5,19
19 jul 2024,MX,Morelia,Héroe de Nacozari,HAZARD,597.3333333333334,642.6666666666666,59
19 jul 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,1161.875,479.875,89
19 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),ACCIDENT,1621.923076923077,2182.230769230769,220
19 jul 2024,MX,Morelia,Batalla de Casa Mata,null,832.25,394,47
19 jul 2024,MX,Morelia,Ventura Puente,null,838,403,7
19 jul 2024,MX,Morelia,Av. Juan Pablo II,HAZARD,1172.4,418.95,285
20 jul 2024,MX,Morelia,Av. Guadalupe Victoria,null,865.0625,761.875,230
20 jul 2024,MX,Morelia,MEX-43 / Morelia - Salamanca,HAZARD,1279.9375,407.7708333333333,1426
20 jul 2024,MX,Morelia,Av. Morelos Sur,null,682.4,602.9,108
20 jul 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,780.5,419,14
20 jul 2024,MX,Morelia,División del Norte,null,616,318.3333333333333,29
20 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),HAZARD,2339,652,42
20 jul 2024,MX,Morelia,Héroes Anónimos de la Independencia,null,1250,389.3333333333333,18
20 jul 2024,MX,Morelia,Rey Tangaxoan II,null,628.2,389.06666666666666,91
20 jul 2024,MX,Morelia,Virrey Antonio de Mendoza,null,831.3333333333334,454.9166666666667,98
20 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,HAZARD,746.8333333333334,558.6666666666666,70
20 jul 2024,CO,Morelia,Via Al Refugio,null,680,478,8
20 jul 2024,MX,Morelia,MEX-43 / Morelia - Salamanca,null,1553.1666666666667,420.5,231
20 jul 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,855,758.6666666666666,86
20 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1778.2222222222222,586.3333333333334,357
20 jul 2024,CO,Morelia,Antigua Carrilera,null,1223.5,548.25,16
20 jul 2024,MX,Morelia,Av. Periodismo,null,792.2,534.6,33
20 jul 2024,MX,Morelia,Av. Acueducto,null,854.9230769230769,584,106
20 jul 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1320,530,13
20 jul 2024,MX,Morelia,Antiguo Camino a la Huerta,HAZARD,729.25,518.625,32
20 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,1621.7222222222222,564.2777777777778,334
20 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1333,299,13
20 jul 2024,MX,Morelia,Guadalajara - Salamanca - Aeropuerto,null,545,384.125,39
20 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1882.107142857143,384.07142857142856,1014
20 jul 2024,MX,Morelia,Av. Morelos (N),null,1878.7142857142858,833.452380952381,1385
20 jul 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,HAZARD,1825.75,521.75,27
20 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,803.5714285714286,642.3809523809524,178
20 jul 2024,MX,Morelia,Av. Morelos (N),HAZARD,1072.68,789.2,1237
20 jul 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1837.5,564.9166666666666,76
20 jul 2024,MX,Morelia,Av. Héroes de Nocupétaro,HAZARD,719.425,606.1,386
20 jul 2024,MX,Morelia,Guillermo Prieto,null,940.3846153846154,764.8461538461538,185
20 jul 2024,MX,Morelia,Héroe de Nacozari,HAZARD,703.4285714285714,706.7142857142857,73
20 jul 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,HAZARD,765.5454545454545,643.8181818181819,100
20 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),HAZARD,1065.4,319.2,49
20 jul 2024,CO,Morelia,Vía Rural,null,1099,557.3333333333334,24
20 jul 2024,MX,Morelia,Calz. la Huerta,HAZARD,1550.142857142857,524.6190476190476,467
21 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,780.125,288.625,72
21 jul 2024,MX,Morelia,Abasolo,null,729.5,608.25,29
21 jul 2024,MX,Morelia,Allende,null,570,549.1666666666666,30
22 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,HAZARD,1486.125,401.375,71
22 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,638,870,6
22 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,785,526,9
22 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),HAZARD,999.5,367.1666666666667,72
22 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,520,976,4
22 jul 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1257,634.3333333333334,15
22 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,2173,469,20
23 jul 2024,MX,Morelia,Av. Morelos (N),null,1012,563,21
23 jul 2024,MX,Morelia,Bosque de Oyameles,null,944,1607,3
23 jul 2024,MX,Morelia,Allende,null,957,620.5,9
24 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,1560.4,1001.6,74
24 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,2486.4,611.4,49
24 jul 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,HAZARD,816.3333333333334,773,71
24 jul 2024,MX,Morelia,Blvd. García de León,null,808,453,16
24 jul 2024,MX,Morelia,Av. Michoacán,null,778,769,15
24 jul 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,660.6666666666666,954.6666666666666,12
24 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,HAZARD,1451.8426966292134,624.6516853932584,1003
24 jul 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,1059,379,113
24 jul 2024,MX,Morelia,Mariano Michelena,null,517,439,2
24 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1262.9333333333334,832.4,190
25 jul 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,ACCIDENT,3035.4545454545455,1425.6363636363637,126
25 jul 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,HAZARD,1855.3333333333333,706.75,357
25 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1022.3888888888889,451.77777777777777,315
25 jul 2024,MX,Morelia,Cuautla,null,520,703.5,6
25 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1266,198.5,31
25 jul 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,2814.4444444444443,1369.3333333333333,191
25 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,1397.5,522.5,24
25 jul 2024,CO,Morelia,Pereira-Alcalá / RD29-03,null,538,821.2,30
25 jul 2024,MX,Morelia,Av. Idelfonso de Portugal,null,961.5714285714286,226,23
25 jul 2024,MX,Morelia,Paseo de la República (Sector República),null,1056,565.5,17
25 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,ACCIDENT,1874.8823529411766,968.5882352941177,172
25 jul 2024,MX,Morelia,Av. Morelos (N),HAZARD,688.5217391304348,461.4782608695652,358
25 jul 2024,MX,Morelia,Av. San Juanito Itzícuaro,null,769,468,2
25 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1342.6666666666667,625.7777777777778,261
25 jul 2024,MX,Morelia,Paseo de la República (Sector República),HAZARD,770.64,364.68,222
26 jul 2024,CO,Morelia,Pereira-Alcalá / RD29-03,null,538,1115.75,32
26 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),ACCIDENT,1610,358,43
26 jul 2024,MX,Morelia,Calz. Juárez,null,962,858.5,6
26 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1497.7777777777778,286.77777777777777,224
26 jul 2024,MX,Morelia,Av. Morelos (N),HAZARD,593.4,541.95,222
26 jul 2024,CO,Morelia,La Unión-Roldanillo / RN23-02,null,2791.375,567.625,8
27 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),HAZARD,1061.060606060606,479.24242424242425,474
27 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),HAZARD,1992.5,446.5,71
27 jul 2024,MX,Morelia,Calz. la Huerta,ACCIDENT,1177,418.75,52
27 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,701.8888888888889,478.22222222222223,122
27 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1067.6842105263158,484.8421052631579,132
27 jul 2024,MX,Morelia,Héroe de Nacozari,HAZARD,595.6666666666666,598.3333333333334,23
27 jul 2024,MX,Morelia,La Huerta,null,744.2,533,33
27 jul 2024,MX,Morelia,Av. Guadalupe Victoria,null,690.8571428571429,580,32
27 jul 2024,MX,Morelia,Av. Morelos (N),HAZARD,760.9333333333333,378,247
27 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1368.4,456.8,136
27 jul 2024,MX,Morelia,Guillermo Prieto,HAZARD,1058,505,27
27 jul 2024,MX,Morelia,Av. Michoacán,null,547,465.5,11
27 jul 2024,MX,Morelia,La Huerta,ACCIDENT,757,526.75,27
28 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),HAZARD,759.2666666666667,252,154
28 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,789.375,432.875,72
28 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,785,369,51
28 jul 2024,MX,Morelia,Aquiles Serdán,null,729,462.4,25
28 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,615.375,323.375,73
28 jul 2024,MX,Morelia,Antonio Alzate,null,622,484.1,76
28 jul 2024,MX,Morelia,Santiago Tapia,null,610.75,464.25,35
28 jul 2024,MX,Morelia,Virrey Antonio de Mendoza,null,956.4,551,28
28 jul 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,625,561.5,10
29 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1211.857142857143,467.57142857142856,83
29 jul 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,2536.6,611,146
29 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,882.6363636363636,384.3636363636364,47
29 jul 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,HAZARD,2647.909090909091,535.7727272727273,235
29 jul 2024,MX,Morelia,Av. Juan Pablo II,null,666,480,6
29 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,1252.375,494,52
29 jul 2024,MX,Morelia,Abasolo,null,685.6666666666666,355.3333333333333,10
30 jul 2024,MX,Morelia,José Juan Tablada,null,879,411.2857142857143,75
30 jul 2024,CO,Morelia,La Unión-Roldanillo / RN23-02,null,6219.111111111111,436,22
30 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,755.7142857142857,535,78
30 jul 2024,MX,Morelia,Abasolo,null,757,698.875,95
30 jul 2024,MX,Morelia,Av. Morelos (N),null,720.6666666666666,615.3333333333334,26
30 jul 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1849.25,198.25,32
30 jul 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1001,502,7
30 jul 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,HAZARD,988.75,162.25,62
30 jul 2024,MX,Morelia,Guillermo Prieto,null,570,497,11
30 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,HAZARD,1983.5757575757575,416.7878787878788,329
30 jul 2024,MX,Morelia,Allende,null,1237,568.5,48
30 jul 2024,MX,Morelia,Av. Bosques de los Olivos,null,801,3751.6666666666665,10
30 jul 2024,MX,Morelia,Virrey Antonio de Mendoza,null,863,473.2857142857143,39
31 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,1601.090909090909,826.3636363636364,178
31 jul 2024,MX,Morelia,Av. Pedregal,null,750,498,12
31 jul 2024,MX,Morelia,Av. Francisco Medina García Sur,ACCIDENT,675,332.375,83
31 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector República),HAZARD,2345.5,681.3,179
31 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1364.2727272727273,335.09090909090907,101
31 jul 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,902.625,1095.25,60
31 jul 2024,MX,Morelia,Paseo de la República (Sector República),null,1928,857,183
31 jul 2024,MX,Morelia,Av. Tres Marías,null,659,1583,4
31 jul 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1189.1076923076923,570.8923076923077,577
31 jul 2024,MX,Morelia,Paseo de la República (Sector República),HAZARD,2799.3076923076924,700.2307692307693,322
31 jul 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,3322.36,729.8,339
31 jul 2024,MX,Morelia,Av. Francisco I. Madero Oriente,HAZARD,1919.64,396.48,243
1 ago 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1286.125,532.0416666666666,653
1 ago 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,HAZARD,813.2857142857143,545.1428571428571,34
1 ago 2024,MX,Morelia,Abasolo,null,625,602.4285714285714,66
1 ago 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,647.3333333333334,1736.8333333333333,16
1 ago 2024,MX,Morelia,Av. Morelos Sur,null,699.75,494,22
1 ago 2024,MX,Morelia,Calz. Juárez,null,1017,974.75,24
1 ago 2024,MX,Morelia,Av. Guadalupe Victoria,HAZARD,742.8888888888889,558.3333333333334,48
1 ago 2024,MX,Morelia,Guillermo Prieto,null,814.75,494.375,49
1 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,4172,537,46
1 ago 2024,MX,Morelia,Héroe de Nacozari,HAZARD,722,1029.6666666666667,66
1 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,2003,496.5,51
1 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1960.125,429.875,91
1 ago 2024,MX,Morelia,Héroe de Nacozari,null,565,621,21
1 ago 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,762.2727272727273,305.6363636363636,171
1 ago 2024,MX,Morelia,Av. Michoacán,null,887,493.25,8
1 ago 2024,MX,Morelia,Av. Guadalupe Victoria,null,790,338,7
1 ago 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1705.6666666666667,666,42
1 ago 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1840,847,7
1 ago 2024,MX,Morelia,Av. Morelos (N),HAZARD,841.7307692307693,471,743
2 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,2319.6111111111113,490,1259
2 ago 2024,MX,Morelia,Av. Acueducto,null,1261.52,786.44,990
2 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1462.5641025641025,699.025641025641,861
2 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1184.9473684210527,329.42105263157896,264
2 ago 2024,MX,Morelia,Ventura Puente,null,1169.3333333333333,597.4444444444445,195
2 ago 2024,MX,Morelia,Oriente - Poniente,HAZARD,758.3333333333334,360.6666666666667,12
2 ago 2024,MX,Morelia,Av. Morelos Sur,null,1037.7777777777778,546.8888888888889,93
2 ago 2024,MX,Morelia,Blvd. García de León,null,845.6,635.9,87
2 ago 2024,MX,Morelia,Calz. la Huerta,HAZARD,1181,319.5,36
2 ago 2024,MX,Morelia,Paseo de la República (Sector Revolución),HAZARD,653,399,30
2 ago 2024,MX,Morelia,Paso elevado Mil Cumbres - Acueducto,null,638.0769230769231,200.34615384615384,276
2 ago 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,983.2142857142857,429.92857142857144,253
2 ago 2024,MX,Morelia,MEX-15 / Toluca - Morelia,HAZARD,741.8846153846154,694.1923076923077,639
2 ago 2024,MX,Morelia,Av. Guadalupe Victoria,null,607.3333333333334,704,17
2 ago 2024,MX,Morelia,Av. Morelos (N),HAZARD,758.4,526.1263157894737,1407
2 ago 2024,MX,Morelia,Batalla de Casa Mata,null,1319,452,34
2 ago 2024,MX,Morelia,Plan de Ayala,HAZARD,1075,584.3333333333334,25
2 ago 2024,MX,Morelia,Av. Francisco I. Madero Oriente,HAZARD,1639.8444444444444,663.6777777777778,1008
2 ago 2024,MX,Morelia,Av. Solidaridad,null,629.6111111111111,563.0555555555555,434
2 ago 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1551.4788732394366,811.3521126760563,1263
2 ago 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,2053.608333333333,821.1083333333333,3181
2 ago 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,HAZARD,1043.7073170731708,691.9756097560976,345
2 ago 2024,MX,Morelia,Guillermo Prieto,null,705.25,505.5,34
2 ago 2024,MX,Morelia,Virrey Antonio de Bucareli,null,1000.3333333333334,523.6666666666666,13
2 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),HAZARD,2099,557,21
2 ago 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,2149.4444444444443,581.6666666666666,182
2 ago 2024,MX,Morelia,Artilleros de 1847,null,1507.5,482.5,39
2 ago 2024,MX,Morelia,Gral. Mariano Arista,HAZARD,524,480,11
2 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),HAZARD,1002.3548387096774,465.1290322580645,701
2 ago 2024,MX,Morelia,Paseo de la República (Sector República),HAZARD,1479.1333333333334,359.8,376
2 ago 2024,MX,Morelia,Carpinteros de Paracho,HAZARD,800.6,576.1,83
2 ago 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,HAZARD,1442.2857142857142,799,62
2 ago 2024,MX,Morelia,Paso elevado Mil Cumbres - Acueducto,HAZARD,507,124.16666666666667,100
2 ago 2024,MX,Morelia,Olivares de Tzintzuntzan,HAZARD,654,1084,5
2 ago 2024,MX,Morelia,Calz. la Huerta,null,1552.1363636363637,504.40909090909093,379
2 ago 2024,MX,Morelia,Isidro Huarte,null,707,444,54
2 ago 2024,MX,Morelia,Calz. Juárez,null,844.4,1229.8,16
2 ago 2024,MX,Morelia,Vicente Santa María,null,605.3333333333334,433.6666666666667,6
2 ago 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,901.72,511.68,249
2 ago 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1752.204081632653,453.6326530612245,688
2 ago 2024,MX,Morelia,Av. Guadalupe Victoria,HAZARD,709.6315789473684,610.578947368421,140
2 ago 2024,MX,Morelia,Av. del Estudiante,null,819.6666666666666,477,15
2 ago 2024,MX,Morelia,Allende,null,741,519.5,11
2 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),HAZARD,1953.2051282051282,603.4615384615385,1218
3 ago 2024,MX,Morelia,Héroe de Nacozari,HAZARD,689.0625,1018.0625,184
3 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1135.6041666666667,304.875,981
3 ago 2024,MX,Morelia,Calz. Juárez,null,954.25,2564.75,9
3 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1133.7333333333333,725.8666666666667,208
3 ago 2024,MX,Morelia,Ventura Puente,HAZARD,635.6,112.2,74
3 ago 2024,MX,Morelia,José Juan Tablada,HAZARD,735.0806451612904,959.2096774193549,618
3 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),ACCIDENT,1516.774193548387,408.16129032258067,858
3 ago 2024,MX,Morelia,20 de Noviembre,null,517,792.6666666666666,8
3 ago 2024,MX,Morelia,Rey Tangaxoan II,null,863.2777777777778,653.5,96
3 ago 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,731,483.3333333333333,19
3 ago 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),HAZARD,1471,608.2916666666666,641
3 ago 2024,MX,Morelia,Av. Morelos (N),null,516.1111111111111,413.77777777777777,147
3 ago 2024,MX,Morelia,Av. Morelos (N),HAZARD,779.6774193548387,465.61290322580646,749
3 ago 2024,MX,Morelia,Héroe de Nacozari,null,574,992,6
