,Date,Country,City,Street,Latitude,Longitude
25663,2 may 2025,MX,Guadalajara,Prado,20.674693,-103.360436
25664,2 may 2025,MX,Guadalajara,Calle 22,20.63329,-103.358399
25665,2 may 2025,MX,Tlaquepaque,Privada San Pedro,20.609285,-103.292864
25666,2 may 2025,MX,Tlaquepaque,Prol. Av. Colón,20.596355,-103.407246
25667,2 may 2025,MX,Tlaquepaque,Prol. Gobernador Curiel,20.587466,-103.351933
25668,2 may 2025,MX,Tlaquepaque,Prol. Gobernador Curiel,20.588492,-103.351223
25669,2 may 2025,MX,Zapopan,Prol. Mariano Otero,20.63046,-103.440165
25670,2 may 2025,MX,Zapopan,Prol. Mariano Otero,20.630918,-103.434166
25671,2 may 2025,MX,Zapopan,Prolongación Fray Antonio Alcalde,20.722105,-103.345457
25672,2 may 2025,MX,Zapopan,Prolongación Fray Antonio Alcalde,20.718543,-103.345465
25673,2 may 2025,MX,Zapopan,Av. de los Tabachines,20.73464,-103.361516
25674,2 may 2025,MX,Zapopan,Pípila,20.658981,-103.444234
25675,2 may 2025,MX,Guadalajara,Ramón López Velarde,20.648856,-103.310732
25676,2 may 2025,MX,Guadalajara,República,20.677827,-103.330066
25677,2 may 2025,MX,Tlaquepaque,República de Nicaragua,20.629027,-103.308292
25678,2 may 2025,MX,Zapopan,Av. de las Magnolias,20.601294,-103.449469
25679,2 may 2025,MX,Guadalajara,Av. de las Américas,20.688619,-103.373304
25680,2 may 2025,MX,Guadalajara,Retorno,20.72062,-103.316918
25681,2 may 2025,MX,Guadalajara,Retorno,20.720846,-103.316503
25682,2 may 2025,MX,Tlaquepaque,Retorno a ITESO,20.611873,-103.420677
25683,2 may 2025,MX,Guadalajara,Salvador Quevedo y Zubieta,20.682827,-103.328083
25684,2 may 2025,MX,Zapopan,Salvador Vargas,20.63703,-103.421664
25685,2 may 2025,MX,Guadalajara,San Felipe,20.679389,-103.358624
25686,2 may 2025,MX,Guadalajara,San Ildefonso,20.692626,-103.319733
25687,2 may 2025,MX,Zapopan,San Jorge,20.715619,-103.374786
25688,2 may 2025,MX,Guadalajara,Av. Washington,20.656909,-103.350218
25689,2 may 2025,MX,Guadalajara,San Mateo,20.68788,-103.315822
25690,2 may 2025,MX,Guadalajara,Sierra Madre,20.69132,-103.326461
25691,2 may 2025,MX,Guadalajara,Sierra Morena,20.68955,-103.331048
25692,2 may 2025,MX,Tlaquepaque,Tamiahua,20.624221,-103.303168
25693,2 may 2025,MX,Zapopan,Av. Tesistán,20.730296,-103.40326
25694,2 may 2025,MX,Zapopan,Tarragona,20.746873,-103.393952
25695,2 may 2025,MX,Zapopan,Tomas Fuller,20.688472,-103.416435
25696,2 may 2025,MX,Zapopan,Torcuato Tasso,20.680374,-103.427363
25697,2 may 2025,MX,Zapopan,Torcuato Tasso,20.680716,-103.427269
25698,2 may 2025,MX,Guadalajara,Av. Río Nilo,20.645208,-103.303416
25699,2 may 2025,MX,Guadalajara,Venustiano Carranza,20.682985,-103.344398
25700,2 may 2025,MX,Zapopan,Violeta,20.614009,-103.432424
25701,2 may 2025,MX,Guadalajara,Av. 16 de Septiembre,20.666974,-103.348231
25702,2 may 2025,MX,Zapopan,Av. Aviación,20.724588,-103.453582
25703,2 may 2025,MX,Zapopan,Av. Primera Poniente,20.768871,-103.448266
25704,2 may 2025,MX,Zapopan,Av. Guadalupe,20.661908,-103.426564
25705,2 may 2025,MX,Zapopan,Av. Mariano Otero,20.649299,-103.401431
25706,2 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,20.676796,-103.372039
25707,2 may 2025,MX,Guadalajara,Calz. Independencia Sur,20.670084,-103.344712
25708,2 may 2025,MX,Zapopan,Av. Patria,20.685549,-103.420271
25709,2 may 2025,MX,Guadalajara,Carriles Centrales,20.645752,-103.358166
25710,2 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,20.663984,-103.368874
25711,2 may 2025,MX,Guadalajara,Constancia,20.664396,-103.33284
25712,2 may 2025,MX,Guadalajara,Hacienda La Quemada,20.695296,-103.297722
25713,2 may 2025,MX,Zapopan,Av. Patria,20.662979,-103.423747
25714,2 may 2025,MX,Guadalajara,Juan de Dios Robledo,20.674516,-103.313059
25715,2 may 2025,MX,Guadalajara,Lateral Av. López Mateos Norte,20.674747,-103.386949
25716,2 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.647057,-103.405709
25717,2 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.714384,-103.430848
25718,2 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.59087,-103.32111
25719,2 may 2025,MX,Guadalajara,,20.679762,-103.40123
25720,2 may 2025,MX,Guadalajara,Av. Paseo de la Arboleda,20.655703,-103.385726
25721,2 may 2025,MX,Zapopan,Abasolo,20.724069,-103.396656
25722,2 may 2025,MX,Guadalajara,Andador Efrén Hernández,20.650107,-103.288854
25723,2 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,20.676846,-103.369772
25724,2 may 2025,MX,Guadalajara,Av. 18 de Marzo,20.628558,-103.348254
25725,2 may 2025,MX,Guadalajara,Av. Chapultepec,20.664721,-103.368333
25726,2 may 2025,MX,Tlaquepaque,Av. Córdoba,20.629598,-103.322007
25727,2 may 2025,MX,Guadalajara,Av. Jesús Michel González,20.617272,-103.374071
25728,2 may 2025,MX,Guadalajara,Av. Mariano Otero,20.653645,-103.393932
25729,2 may 2025,MX,Tlaquepaque,Av. La Llave,20.570732,-103.346045
25730,2 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.69417,-103.374397
25731,2 may 2025,MX,Guadalajara,Av. López Mateos Sur,20.669246,-103.39077
25732,2 may 2025,MX,Zapopan,Av. Manuel J. Clouthier,20.654326,-103.424659
25733,2 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,20.675947,-103.391698
25734,2 may 2025,MX,Zapopan,Av. Niño Obrero,20.673899,-103.409561
25735,2 may 2025,MX,Tlaquepaque,Av. Niños Héroes,20.638822,-103.31665
25736,2 may 2025,MX,Zapopan,Av. Patria,20.671004,-103.422692
25737,2 may 2025,MX,Zapopan,Av. Mariano Otero,20.649532,-103.40103
25738,2 may 2025,MX,Guadalajara,Av. Patria,20.625132,-103.381102
25739,2 may 2025,MX,Zapopan,Av. de la Calma,20.632899,-103.41066
25740,2 may 2025,MX,Zapopan,Av. Manuel Ávila Camacho,20.712334,-103.375051
25741,2 may 2025,MX,Zapopan,Colima / Morelia / Tlajomulco,20.614561,-103.428416
25742,2 may 2025,MX,Zapopan,Ecónomos,20.663729,-103.443651
25743,2 may 2025,MX,Zapopan,Av. López Mateos Sur,20.62276,-103.421546
25744,2 may 2025,MX,Guadalajara,Esteban Alatorre,20.680779,-103.329422
25745,2 may 2025,MX,Tlaquepaque,Independencia,20.601602,-103.404195
25746,2 may 2025,MX,Guadalajara,Jardines de Babilonia,20.667857,-103.282817
25747,2 may 2025,MX,Tlaquepaque,José María Morelos y Pavón,20.60377,-103.332449
25748,2 may 2025,MX,Tlaquepaque,Lateral Calz. Lázaro Cárdenas,20.624972,-103.324968
25749,2 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.61108,-103.417933
25750,2 may 2025,MX,Guadalajara,Mesa del Norte,20.704606,-103.316583
25751,2 may 2025,MX,Guadalajara,Montreal,20.689115,-103.381101
25752,2 may 2025,MX,Zapopan,Av. López Mateos Sur,20.63901,-103.410809
25753,2 may 2025,MX,Guadalajara,Ottawa,20.700175,-103.378037
25754,2 may 2025,MX,Tlaquepaque,Paseo de los Cedros,20.554451,-103.3346
25755,2 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.727124,-103.341631
25756,2 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.712285,-103.289742
25757,2 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.682924,-103.381822
25758,2 may 2025,MX,Tlaquepaque,Prol. Av. Colón,20.601528,-103.403692
25759,2 may 2025,MX,Tlaquepaque,Prol. Av. Las Fuentes,20.611472,-103.406934
25760,2 may 2025,MX,Zapopan,Av. Juan Palomar y Arias,20.690221,-103.426826
25761,2 may 2025,MX,Zapopan,Prol. Dr. Ángel Leaño,20.770611,-103.418751
25762,2 may 2025,MX,Tlaquepaque,Prol. Gobernador Curiel,20.591541,-103.349246
25763,2 may 2025,MX,Zapopan,Ramón Corona,20.724281,-103.397165
25764,2 may 2025,MX,Tlaquepaque,Reforma,20.637676,-103.31623
25765,2 may 2025,MX,Guadalajara,República,20.674299,-103.313216
25766,2 may 2025,MX,Guadalajara,Retorno,20.712769,-103.298042
25767,2 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.768046,-103.444465
25768,2 may 2025,MX,Guadalajara,Velino M. Preza,20.705393,-103.287793
25769,2 may 2025,MX,Zapopan,Av. Manuel J. Clouthier,20.665588,-103.420154
25770,2 may 2025,MX,Guadalajara,Lateral Av. Fray Antonio Alcalde,20.713028,-103.346272
25771,2 may 2025,MX,Zapopan,Puerto Vallarta / Retorno,20.698207,-103.452771
25772,2 may 2025,MX,Zapopan,Av. Aviación,20.728087,-103.452355
25773,2 may 2025,MX,Zapopan,Av. Aviación,20.725622,-103.453293
25774,2 may 2025,MX,Guadalajara,Av. Chapultepec,20.665201,-103.368566
25775,2 may 2025,MX,Guadalajara,Av. Faro,20.652385,-103.389189
25776,2 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.784789,-103.467533
25777,2 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.580058,-103.386907
25778,2 may 2025,MX,Zapopan,Av. Guadalajara,20.775564,-103.418029
25779,2 may 2025,MX,Zapopan,Av. La Cima,20.7531,-103.412126
25780,2 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,20.677228,-103.353106
25781,2 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,20.67678,-103.372767
25782,2 may 2025,MX,Guadalajara,Av. México,20.679636,-103.391203
25783,2 may 2025,MX,Zapopan,Av. Naciones Unidas,20.696587,-103.445888
25784,2 may 2025,MX,Zapopan,Av. Naciones Unidas,20.700529,-103.446536
25785,2 may 2025,MX,Tlaquepaque,Av. Niños Héroes,20.638129,-103.316736
25786,2 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,20.680802,-103.430583
25787,2 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,20.681843,-103.435482
25788,2 may 2025,MX,Zapopan,Av. Patria,20.702737,-103.414712
25789,2 may 2025,MX,Zapopan,Av. Patria,20.711257,-103.39333
25790,2 may 2025,MX,Zapopan,Av. Patria,20.710926,-103.39291
25791,2 may 2025,MX,Zapopan,Av. Patria,20.700714,-103.415533
25792,2 may 2025,MX,Zapopan,Av. Guadalupe,20.662367,-103.423551
25793,2 may 2025,MX,Zapopan,Av. Patria,20.692584,-103.41515
25794,2 may 2025,MX,Zapopan,Av. Tchaikovski,20.655768,-103.439908
25795,2 may 2025,MX,Zapopan,Av. Tchaikovski,20.655099,-103.44029
25796,2 may 2025,MX,Zapopan,Av. Universidad,20.704161,-103.423396
25797,2 may 2025,MX,Zapopan,Av. Universidad,20.703887,-103.423787
25798,2 may 2025,MX,Zapopan,Av. Vallarta / Av. Patria,20.678148,-103.413877
25799,2 may 2025,MX,Guadalajara,Av. de las Américas,20.700948,-103.375451
25800,2 may 2025,MX,Guadalajara,Av. de las Américas,20.685815,-103.37352
25801,2 may 2025,MX,Guadalajara,Av. González Gallo Derecha,20.661831,-103.348059
25802,2 may 2025,MX,Zapopan,Av. de las Torres,20.72794,-103.412434
25803,2 may 2025,MX,Zapopan,Benito Juárez,20.605514,-103.434721
25804,2 may 2025,MX,Guadalajara,Calz. Independencia Nte.,20.71178,-103.322169
25805,2 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.625986,-103.303093
25806,2 may 2025,MX,Guadalajara,Av. Gobernador Luis G. Curiel,20.645857,-103.352556
25807,2 may 2025,MX,Tlaquepaque,Camino Real a Colima,20.607805,-103.396058
25808,2 may 2025,MX,Guadalajara,Crepúsculo,20.658414,-103.390977
25809,2 may 2025,MX,Zapopan,Ecónomos,20.663699,-103.444069
25810,2 may 2025,MX,Guadalajara,Egipto,20.689133,-103.274288
25811,2 may 2025,MX,Guadalajara,Esteban Alatorre,20.681194,-103.331797
25812,2 may 2025,MX,Guadalajara,Esteban Alatorre,20.681075,-103.331112
25813,2 may 2025,MX,Zapopan,José María Robles,20.667595,-103.407463
25814,2 may 2025,MX,Guadalajara,José María Vigil,20.689903,-103.376286
25815,2 may 2025,MX,Guadalajara,Av. Fray Antonio Alcalde,20.707683,-103.346824
25816,2 may 2025,MX,Guadalajara,Av. Dr. Roberto Michel,20.649969,-103.341414
25817,2 may 2025,MX,Tlaquepaque,Juan de la Barrera,20.591708,-103.333358
25818,2 may 2025,MX,Guadalajara,Lateral Av. de las Américas,20.700628,-103.375431
25819,2 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.587082,-103.383259
25820,2 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.58269,-103.377126
25821,2 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.621625,-103.389462
25822,2 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.576382,-103.358007
25823,2 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.583658,-103.378812
25824,2 may 2025,MX,Guadalajara,Miguel Orozco Camacho,20.615641,-103.381144
25825,2 may 2025,MX,Tlaquepaque,Paseo de la Serenata,20.610696,-103.392983
25826,2 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.654521,-103.363357
25827,2 may 2025,MX,Zapopan,Paseo de los Emperadores,20.787634,-103.430353
25828,2 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.721045,-103.317431
25829,2 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.697,-103.274893
25830,2 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.72129,-103.325193
25831,2 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.698084,-103.275768
25832,2 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.731579,-103.411473
25833,2 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.721131,-103.320544
25834,2 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.637433,-103.438704
25835,2 may 2025,MX,Zapopan,Av. Central Guillermo Gonzalez Camarena,20.722352,-103.430428
25836,2 may 2025,MX,Guadalajara,Av. Belisario Domínguez,20.678051,-103.328629
25837,2 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.605793,-103.400374
25838,2 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.611745,-103.420566
25839,2 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.610465,-103.415276
25840,2 may 2025,MX,Tlaquepaque,Prol. Av. Colón,20.599724,-103.404529
25841,2 may 2025,MX,Zapopan,Av. Aviación,20.71156,-103.457359
25842,2 may 2025,MX,Zapopan,Prol. Pino Suárez,20.739705,-103.387571
25843,2 may 2025,MX,Tlaquepaque,Retorno,20.600013,-103.404099
25844,2 may 2025,MX,Tlaquepaque,Retorno,20.607866,-103.403872
25845,2 may 2025,MX,Tlaquepaque,Tierra del Honor,20.611256,-103.363517
25846,2 may 2025,MX,Guadalajara,Valentín Gómez Farías,20.665495,-103.319709
25847,2 may 2025,MX,Zapopan,Valle de los Imperios,20.781227,-103.42696
25848,2 may 2025,MX,Guadalajara,Av. 18 de Marzo,20.629513,-103.343345
25849,2 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.654693,-103.363223
25850,2 may 2025,MX,Zapopan,Av. Guadalajara,20.780228,-103.416917
25851,2 may 2025,MX,Zapopan,Av. Industria Textil,20.741143,-103.391469
25852,2 may 2025,MX,Zapopan,Av. López Mateos Sur,20.631031,-103.416176
25853,2 may 2025,MX,Zapopan,Av. Manuel J. Clouthier,20.655539,-103.424154
25854,2 may 2025,MX,Guadalajara,Av. 16 de Septiembre,20.663125,-103.349583
25855,2 may 2025,MX,Zapopan,Altamira,20.712223,-103.389265
25856,2 may 2025,MX,Zapopan,Av. Mariano Otero,20.642868,-103.412308
25857,2 may 2025,MX,Zapopan,Av. México,20.677775,-103.406053
25858,2 may 2025,MX,Zapopan,Av. Patria,20.692334,-103.415143
25859,2 may 2025,MX,Zapopan,Av. Patria,20.692596,-103.41515
25860,2 may 2025,MX,Zapopan,Av. Patria,20.692137,-103.415138
25861,2 may 2025,MX,Zapopan,Av. Patria,20.692359,-103.415144
25862,2 may 2025,MX,Zapopan,Av. Patria,20.698573,-103.415928
25863,2 may 2025,MX,Guadalajara,Av. Revolución Pte.,20.669975,-103.342965
25864,2 may 2025,MX,Zapopan,,20.734334,-103.361559
25865,2 may 2025,MX,Zapopan,Av. de la Calma,20.631754,-103.408431
25866,2 may 2025,MX,Guadalajara,Calle 22,20.637808,-103.356513
25867,2 may 2025,MX,Guadalajara,Calle 24,20.637324,-103.355224
25868,2 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.62397,-103.317695
25869,2 may 2025,MX,Tlaquepaque,,20.611635,-103.324729
25870,2 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.652119,-103.370063
25871,2 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.645167,-103.357748
25872,2 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.65804,-103.381412
25873,2 may 2025,MX,Guadalajara,Carriles Centrales,20.660146,-103.384784
25874,2 may 2025,MX,Guadalajara,,20.674628,-103.386959
25875,2 may 2025,MX,Guadalajara,Esteban Alatorre,20.680823,-103.329699
25876,2 may 2025,MX,Guadalajara,Esteban Alatorre,20.68076,-103.329292
25877,2 may 2025,MX,Guadalajara,Esteban Alatorre,20.680859,-103.329912
25878,2 may 2025,MX,Guadalajara,Industria,20.67819,-103.322251
25879,2 may 2025,MX,Guadalajara,Joaquín Angulo,20.681907,-103.356267
25880,2 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.775008,-103.454224
25881,2 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.721608,-103.423108
25882,2 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.576393,-103.358082
25883,2 may 2025,MX,Guadalajara,María Reyes,20.657366,-103.268848
25884,2 may 2025,MX,Zapopan,Paseo del Norte,20.721782,-103.475927
25885,2 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.736598,-103.372163
25886,2 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.725823,-103.417826
25887,2 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.727598,-103.342936
25888,2 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.6906,-103.455417
25889,2 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.714614,-103.43058
25890,2 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.583992,-103.378649
25891,2 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.588866,-103.382962
25892,2 may 2025,MX,Tlaquepaque,,20.579264,-103.367635
25893,2 may 2025,MX,Tlaquepaque,,20.611724,-103.419476
25894,2 may 2025,MX,Zapopan,,20.75756,-103.382982
25895,2 may 2025,MX,Zapopan,,20.780529,-103.424385
25896,2 may 2025,MX,Zapopan,,20.725596,-103.475028
25897,2 may 2025,MX,Zapopan,,20.725515,-103.47483
25898,2 may 2025,MX,Tlaquepaque,,20.60971,-103.315776
25899,2 may 2025,MX,Zapopan,5 de Mayo,20.718148,-103.3891
25900,2 may 2025,MX,Tlaquepaque,Aquiles Serdán,20.553922,-103.446998
25901,2 may 2025,MX,Guadalajara,Arnulfo González Medina,20.72285,-103.318711
25902,2 may 2025,MX,Zapopan,Atotonilco,20.756652,-103.438795
25903,2 may 2025,MX,Guadalajara,Aurelia Guevara,20.656601,-103.296229
25904,2 may 2025,MX,Guadalajara,Av. 18 de Marzo,20.628272,-103.348438
25905,2 may 2025,MX,Zapopan,Av. Acueducto,20.735362,-103.423932
25906,2 may 2025,MX,Zapopan,Av. Bugambilias,20.646737,-103.464624
25907,2 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.660287,-103.357762
25908,2 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.65383,-103.363914
25909,2 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.653852,-103.363896
25910,2 may 2025,MX,Zapopan,Av. El Colli,20.645127,-103.421888
25911,2 may 2025,MX,Tlaquepaque,Av. Francisco Silva Romero,20.642852,-103.302953
25912,2 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.579813,-103.387086
25913,2 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.576081,-103.388603
25914,2 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.574872,-103.389346
25915,2 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.563536,-103.392346
25916,2 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.579787,-103.387106
25917,2 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.587171,-103.384282
25918,2 may 2025,MX,Guadalajara,Av. Juan Pablo II,20.701673,-103.286209
25919,2 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.689465,-103.377462
25920,2 may 2025,MX,Zapopan,Av. Manuel J. Clouthier,20.655323,-103.424247
25921,2 may 2025,MX,Guadalajara,Av. Mariano Otero,20.654258,-103.392866
25922,2 may 2025,MX,Guadalajara,Av. Niños Héroes,20.666343,-103.35782
25923,2 may 2025,MX,Zapopan,Av. Patria,20.692782,-103.415157
25924,2 may 2025,MX,Zapopan,Av. Patria,20.691515,-103.415128
25925,2 may 2025,MX,Zapopan,Av. Patria,20.692517,-103.415148
25926,2 may 2025,MX,Zapopan,Av. Patria,20.685513,-103.420446
25927,2 may 2025,MX,Tlaquepaque,Av. Patria,20.632091,-103.285237
25928,2 may 2025,MX,Guadalajara,Av. Patria,20.709535,-103.390239
25929,2 may 2025,MX,Tlaquepaque,Av. Patria,20.628835,-103.400144
25930,2 may 2025,MX,Zapopan,Av. Patria,20.713097,-103.364873
25931,2 may 2025,MX,Zapopan,Av. Plaza Galerías,20.678255,-103.43328
25932,2 may 2025,MX,Zapopan,Av. Plaza Galerías,20.678256,-103.433283
25933,2 may 2025,MX,Zapopan,Av. Plaza Galerías,20.678257,-103.43329
25934,2 may 2025,MX,Guadalajara,Av. Plutarco Elías Calles,20.662488,-103.298529
25935,2 may 2025,MX,Guadalajara,Av. de la Cruz,20.705481,-103.312895
25936,2 may 2025,MX,Zapopan,Bahía de Huatulco,20.59504,-103.420201
25937,2 may 2025,MX,Guadalajara,Benigno Canto,20.719038,-103.327791
25938,2 may 2025,MX,Zapopan,Calz. de los Ángeles,20.672404,-103.450739
25939,2 may 2025,MX,Zapopan,Calz. del Federalismo Norte,20.738092,-103.349672
25940,2 may 2025,MX,Tlaquepaque,Cardenal,20.604979,-103.33842
25941,2 may 2025,MX,Zapopan,Carretera a Saltillo,20.745743,-103.345722
25942,2 may 2025,MX,Tlaquepaque,Colonos,20.608624,-103.312891
25943,2 may 2025,MX,Guadalajara,Constitución,20.669693,-103.34459
25944,2 may 2025,MX,Tlaquepaque,De Las Vías,20.597647,-103.310438
25945,2 may 2025,MX,Tlaquepaque,Dr. Pedro Juan Mirassout Tarno,20.568587,-103.365792
25946,2 may 2025,MX,Guadalajara,Drive Thru,20.652836,-103.394881
25947,2 may 2025,MX,Guadalajara,Francisco de Icaza,20.683386,-103.325485
25948,2 may 2025,MX,Guadalajara,Félix Bernardelli,20.668242,-103.302734
25949,2 may 2025,MX,Guadalajara,Hacienda Santa Cruz del Valle,20.690547,-103.290352
25950,2 may 2025,MX,Guadalajara,Hacienda de La Calera,20.697321,-103.290906
25951,2 may 2025,MX,Tlaquepaque,Independencia,20.599864,-103.400398
25952,2 may 2025,MX,Guadalajara,Industria,20.678217,-103.322333
25953,2 may 2025,MX,Zapopan,José Clemente Orozco,20.680719,-103.433705
25954,2 may 2025,MX,Guadalajara,José María Gómez,20.668995,-103.319989
25955,2 may 2025,MX,Zapopan,José María Yermo y Parres,20.720327,-103.369433
25956,2 may 2025,MX,Guadalajara,Juan de Dios Robledo,20.691881,-103.307134
25957,2 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.633621,-103.41426
25958,2 may 2025,MX,Guadalajara,Lateral Av. Mariano Otero,20.65411,-103.393346
25959,2 may 2025,MX,Guadalajara,Lateral Av. Mariano Otero,20.661157,-103.380663
25960,2 may 2025,MX,Guadalajara,Lateral Av. Mariano Otero,20.658772,-103.385275
25961,2 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,20.629689,-103.335076
25962,2 may 2025,MX,Tlaquepaque,Lateral Carretera a Los Altos,20.619441,-103.287246
25963,2 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.739945,-103.389892
25964,2 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.730406,-103.350817
25965,2 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.576362,-103.35789
25966,2 may 2025,MX,Zapopan,Lic. Luis Manuel Rojas,20.73298,-103.368527
25967,2 may 2025,MX,Zapopan,Mariano Otero,20.630972,-103.434631
25968,2 may 2025,MX,Guadalajara,María del Carmen Frías,20.725364,-103.322898
25969,2 may 2025,MX,Zapopan,Melchor Ocampo,20.739786,-103.391331
25970,2 may 2025,MX,Guadalajara,Mesa del Norte,20.704506,-103.316369
25971,2 may 2025,MX,Guadalajara,Montes Urales,20.713615,-103.316393
25972,2 may 2025,MX,Zapopan,Nogal,20.754142,-103.330859
25973,2 may 2025,MX,Guadalajara,Oscar Menéndez,20.631682,-103.363465
25974,2 may 2025,MX,Zapopan,Paseo de las Casuarinas,20.739269,-103.360704
25975,2 may 2025,MX,Guadalajara,Pensador Mexicano,20.661474,-103.320006
25976,2 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.727788,-103.343457
25977,2 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.729183,-103.34723
25978,2 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.697202,-103.275115
25979,2 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.723562,-103.332062
25980,2 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.576392,-103.354416
25981,2 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.596423,-103.308155
25982,2 may 2025,MX,Guadalajara,Primavera,20.660988,-103.377106
25983,2 may 2025,MX,Tlaquepaque,Prol. González Gallo,20.578218,-103.381003
25984,2 may 2025,MX,Tlaquepaque,Prolongación Av. Colón,20.581711,-103.427083
25985,2 may 2025,MX,Tlaquepaque,República de Guatemala,20.631095,-103.298934
25986,2 may 2025,MX,Guadalajara,Rinconada de las Praderas,20.653393,-103.389035
25987,2 may 2025,MX,Tlaquepaque,Rosales,20.641034,-103.304799
25988,2 may 2025,MX,Guadalajara,Salvador López Chávez,20.649011,-103.339503
25989,2 may 2025,MX,Tlaquepaque,San Gabriel Arcángel,20.622573,-103.307184
25990,2 may 2025,MX,Guadalajara,San Gaspar,20.687678,-103.317891
25991,2 may 2025,MX,Guadalajara,San Juan de Ulúa,20.704234,-103.348953
